University,Program,Study Level,Country,Official Website
UCL,Human-Computer Interaction MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
George Mason University,BA in Sociology/Accelerated MPA in Public Administration,Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
University of Delaware,Honors Bachelor of Arts in Economics,Bachelors,United States,https://landing.online.udel.edu/brand-af//?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Universidad Panamericana (UP),Specialist in Engineering and Project Management,Masters,Mexico,https://www.up.edu.mx/
Universit Paris-Saclay,Law for Aviation and Airport Activities,Masters,,http://www.universite-paris-saclay.fr/en
ESAN Graduate School of Business - ESAN University,Master in Energy Management,Masters,Peru,http://en.esan.edu.pe/about/
"University of Roehampton, London",BA Film,Bachelors,United Kingdom,https://www.roehampton.ac.uk
Universidad ORT Uruguay,Bachelor of Electrical Engineering,Bachelors,Uruguay,https://www.ort.edu.uy
USI - Università della Svizzera italiana,Master of Arts in Public Management and Policy,Masters,Switzerland,https://www.usi.ch/en
George Mason University,Bachelor of Music in Music Education - Percussion Emphasis,Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
University of Kent,Criminology and Cultural Studies - BA (Hons),Bachelors,United Kingdom,https://www.kent.ac.uk/?utm_source=QS&utm_medium=paid_referrer&utm_content=main-profile&utm_campaign=PGINT2022
Macquarie University,Bachelor of Science / Bachelor of Education (Secondary) (Studies in Earth and Environmental Sciences and Chemistry),Bachelors,Australia,http://www.mq.edu.au
Universidad de los Andes,Environmental Engineering,Bachelors,Colombia,https://uniandes.edu.co
Georgetown University,Master of Arts (M.A.) in Security Studies,Masters,,https://landing.scsonline.georgetown.edu/brand-af/?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Bogor Agricultural University,Doctor of Animal Biomedical Sciences (Reproductive Biology),PHD,Indonesia,https://ipb.ac.id/
National Taiwan University (NTU),Graduate Institute of Building and Planning,Masters,Taiwan,https://www.ntu.edu.tw/english/
Queensland University of Technology (QUT),Bachelor of Communication (Digital Media) / Bachelor of Justice,Bachelors,Australia,https://www.qut.edu.au/
Vrije Universiteit Amsterdam,Biomedical Sciences,Bachelors,Netherlands,https://vu.nl/en
University of Southern Queensland,Bachelor of Science (Environment and Sustainability),Bachelors,Australia,http://www.unisq.edu.au/
University of Exeter,MSc Extreme Medicine (Distance),Masters,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
Università degli Studi di Pavia,Applied Geological Sciences,Masters,Italy,https://web-en.unipv.it/
University of Bristol,PhD English Literature,PHD,,https://www.bristol.ac.uk/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=listings
University of Bristol,"MSc Banking, Regulation and Financial Stability",Masters,,https://www.bristol.ac.uk/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=listings
Università degli Studi di Pavia,Orthoptic,Bachelors,Italy,https://web-en.unipv.it/
Queensland University of Technology (QUT),Bachelor of Business / Bachelor of Fine Arts (Visual Arts),Bachelors,Australia,https://www.qut.edu.au/
Clarkson University,Chemistry (MS),Masters,United States,https://qs.topuniversities.com/clarkson-university?utm_source=topuni&utm_medium=advanced_profile
Macquarie University,Bachelor of Speech and Hearing Sciences,Bachelors,Australia,http://www.mq.edu.au
York University,Master of Science in Nursing,Masters,Canada,http://www.yorku.ca
Universitat Autònoma de Barcelona,"Bachelor's Degree in Science, Technology and Humanities - UAB/UAM/UC3M",Bachelors,Spain,http://www.uab.cat/en/
RUDN University,"Criminal Law, Criminology, Criminalistics (CIS Network University)",Masters,Russia,http://eng.rudn.ru/
Università Cattolica del Sacro Cuore,Data Analytics for Business and Economics,Masters,Italy,https://international.unicatt.it/?utm_source=QSAdvancedprofile-Overviewwebpage&utm_medium=UCSCInternationalWebsite&utm_campaign=QSAdvancedprofile-Overviewwebpage
Saveetha Institute of Medical And Technical Sciences (SIMATS),Bachelor of Science (Hons) in Allied Health Sciences (Medical Record Science),Bachelors,India,https://www.saveetha.com/
Universitas Pendidikan Indonesia,Mechanical Engineering Education,Bachelors,Indonesia,http://www.upi.edu
University of Wolverhampton,MA Fine Art,Masters,,http://www.wlv.ac.uk/international
University of Waikato,Master of Science (Research) (Computer Science),Masters,New Zealand,http://www.waikato.ac.nz
The University of Texas at Arlington,"MEd in Mind, Brain and Education",Masters,United States,https://common.forms.uta.edu/view.php?id=871154
"The Central Academy of Drama, China",Stage Costume Technology,Masters,,http://web.zhongxi.cn/en/
"University of Roehampton, London",BA Diverse Dance Styles,Bachelors,United Kingdom,https://www.roehampton.ac.uk
University of Bath,Molecular Biosciences (Medical Biosciences) MSc,Masters,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
University of New Haven,Master of Science in Investigations - White Collar Crime Investigations Concentration,Masters,,https://landing.onlinedegrees.newhaven.edu/brand-af/?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
National Yang Ming Chiao Tung University,PhD in Civil Engineering (Hydraulic and Ocean Engineering),PHD,Taiwan,https://en.nycu.edu.tw/
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Master's degree in Computer Vision,Masters,Spain,https://www.upc.edu/en
K.Zhubanov Aktobe Regional University,Master of Science in Physics,Masters,Kazakhstan,http://zhubanov.edu.kz/en/
Universidad Nacional Pedro Henriquez Urea (UNPHU),Specialty in Teaching Qualification in Chemistry,Masters,Dominican Republic,http://www.unphu.edu.do
Universidad Americana  ,Master in Public Health,Masters,Paraguay,https://www.americana.edu.py/
Gabelli School of Business,MS in Taxation,Masters,United States,https://www.fordham.edu/info/20447/gabelli_school_of_business
Université de Montréal ,PhD in Criminology,PHD,Canada,http://admission.umontreal.ca/english/
Al-Farabi Kazakh National University,Master of Arts in Turkology,Masters,Kazakhstan,http://www.kaznu.kz
York University,Urban Studies,Bachelors,Canada,http://www.yorku.ca
Bogor Agricultural University,Master in Soil and Environmental Biotechnology,Masters,Indonesia,https://ipb.ac.id/
"City, University of London",Mathematics and Finance BSc (Hons),Bachelors,United Kingdom,https://www.city.ac.uk/prospective-students?utm_source=topuniversities&utm_medium=referral&utm_campaign=AnnualPlan
University of Portsmouth,Product Design and Innovation BSc (Hons) (Sandwich with Work Placement),Bachelors,United Kingdom,https://www.port.ac.uk/
Khoja Akhmet Yassawi International Kazakh-Turkish University,6В01509-Маthematics,Bachelors,,http://www.ayu.edu.kz
Universidad ORT Uruguay,Bachelor of Marketing and Business Management,Bachelors,Uruguay,https://www.ort.edu.uy
UCL,Respiratory Clinical Science MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Curtin University,Master of Philosophy (Business and Management),Masters,Australia,http://www.curtin.edu.au
McGill University,Doctor of Philosophy (Ph.D.) Counselling Psychology,PHD,Canada,https://www.mcgill.ca/
Leiden University,Greek and Latin Language and Culture (BA),Bachelors,Netherlands,http://www.universiteitleiden.nl/en
The University of Sheffield,Digital Library Management (Taught),Masters,United Kingdom,https://www.sheffield.ac.uk/
Loughborough University,The Loughborough Full-Time MBA,,['United Kingdom'],http://www.lboro.ac.uk
University of Sussex,Engineering Business Management MSc,Masters,United Kingdom,https://www.sussex.ac.uk/?utm_source=qs&utm_medium=paid_referral&utm_campaign=institutionalprofiles
UCL,Financial Risk Management MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Macquarie University,Bachelor of Advanced Science (Advanced Mathematics),Bachelors,Australia,http://www.mq.edu.au
HSE University,Political Science and World Politics,Bachelors,Russia,http://www.hse.ru/en
The Education University of Hong Kong,Master of Education (Two-year Part-time),Masters,Hong Kong SAR,https://www.eduhk.hk/en/
University of Macau,Postgraduate Certificate in Education (Primary Education) Programme,Masters,,https://www.um.edu.mo/
University of Kent,Creative Writing - MA (Canterbury and Paris),Masters,United Kingdom,https://www.kent.ac.uk/?utm_source=QS&utm_medium=paid_referrer&utm_content=main-profile&utm_campaign=PGINT2022
Charles Darwin University ,Master of Public Health,Masters,Australia,http://www.cdu.edu.au/
Oxford Brookes University,Midwifery - Pre-Registration,Masters,,https://ad.doubleclick.net/ddm/clk/528597878;336821664;h
Aarhus University,Physics and Astronomy,PHD,Denmark,http://international.au.dk/
Atılım Üniversitesi,Translation and Interpretation,Bachelors,Turkey,http://www.atilim.edu.tr
Universidad Carlos III de Madrid (UC3M),Master in Cybersecurity,Masters,Spain,http://www.uc3m.es/Home
Singapore Management University,Bachelor of Accountancy,Bachelors,Singapore,http://www.smu.edu.sg
Universitat Politecnica de Valencia,Bachelor's Double Degree in Business Administration and Management + Tourism,Bachelors,Spain,http://www.upv.es
Taylor's University,Bachelor of Computer Science (Hons),Bachelors,Malaysia,https://university.taylors.edu.my/en.html?utm_source=QSWebsite&utm_medium=Awareness&utm_campaign=2022_C1_TU_QS_Awareness_QSWebsite&utm_term=QSWebsite&utm_content=TaylorsHomepage
Oxford Brookes University,BSc Mathematics,Bachelors,,https://ad.doubleclick.net/ddm/clk/528597878;336821664;h
George Mason University,BA in Film and Video Studies/Accelerated MEd in Special Education (Early Childhood Special Education (Non-Licensure) Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Master's degree in Architecture,Masters,Spain,https://www.upc.edu/en
University of Waikato,Master of Science (Research) (Ecology and Biodiversity),Masters,New Zealand,http://www.waikato.ac.nz
University of Parma,Material Sciences,Bachelors,Italy,http://www.unipr.it
Universidad Militar Nueva Granada,Specialization in Gynecology and Obstetrics,Masters,Colombia,http://www.umng.edu.co/
University of Southern Queensland,Master of Research - Computer Systems Engineering,Masters,Australia,http://www.unisq.edu.au/
Universitat Politecnica de Valencia,Master's Double Degree in Agricultural Engineering + Health and Vegetable Production,Masters,Spain,http://www.upv.es
Universidad Militar Nueva Granada,Specialization in Orthopedics and Traumatology,Masters,Colombia,http://www.umng.edu.co/
Universitat Autònoma de Barcelona,Master's Degree in Erasmus Mundus in Interdisciplinary Mathematics,Masters,Spain,http://www.uab.cat/en/
Universidad del Valle de Guatemala (UVG),Psychological Counselling,Masters,Guatemala,https://www.uvg.edu.gt/
Central Queensland University (CQUniversity Australia),Graduate Certificate in Accident Phenomenology,Masters,Australia,http://www.cqu.edu.au/
The University of Edinburgh,Comparative Public Policy (MSc),Masters,United Kingdom,https://www.ed.ac.uk/studying?utm_source=TopUniversities&utm_medium=InstProfile&utm_campaign=InstitutionProfiles&utm_content=WebsiteURL
Swansea University,"International Commercial Law, LLM",Masters,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
George Mason University,BS in Geography,Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Universidad de Guadalajara (UDG),Bachelor of Natural Resources and Agricultural Engineering,Bachelors,Mexico,http://www.udg.mx/en
Universidad Militar Nueva Granada,"Risk Management, Safety and Health at Work",Bachelors,Colombia,http://www.umng.edu.co/
Complutense University of Madrid,Sciences of Religions,Masters,Spain,http://www.ucm.es
University of Delaware,Honors Bachelor of Arts in Chemistry Education,Bachelors,United States,https://landing.online.udel.edu/brand-af//?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Concordia University,Mechanical Engineering (MASc),Masters,Canada,https://www.concordia.ca/
"University of Roehampton, London",BA English Language and Linguistics with Foundation Year,Bachelors,United Kingdom,https://www.roehampton.ac.uk
Universidad Rey Juan Carlos,Master's Degree in Auditing and Higher Accounting,Masters,,https://www.urjc.es
The University of Sheffield,Polymers and Polymer Composite Science and Engineering (Taught),Masters,United Kingdom,https://www.sheffield.ac.uk/
Orel State University named after I.S. Turgenev,Linguistics,Masters,Russia,https://int.oreluniver.ru/en/
Cardiff University,Welsh and Music (BA),Bachelors,United Kingdom,https://www.cardiff.ac.uk
Tokyo Institute of Technology (Tokyo Tech),Physics,Masters,Japan,https://www.titech.ac.jp/english/?utm_source=qs&utm_medium=ad&utm_campaign=qs_profile
La Trobe University,Bachelor of Biomedical Science,Bachelors,Australia,http://www.latrobe.edu.au/international
George Mason University,BA in Conflict Analysis and Resolution/Accelerated MAIS in Interdisciplinary Studies (Energy and Sustainability Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
The University of Queensland,Master of Peace and Conflict Studies (1.5 years),Masters,Australia,https://study.uq.edu.au/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=int-qstu
European University Cyprus,Business Administration (DBA),PHD,Cyprus,http://www.euc.ac.cy
Leiden University,Japan Studies (BA),Bachelors,Netherlands,http://www.universiteitleiden.nl/en
University of Wolverhampton,BA (Hons) History and War Studies with Sandwich Placement,Bachelors,,http://www.wlv.ac.uk/international
University of Waikato,Doctor of Philosophy (Statistics),PHD,New Zealand,http://www.waikato.ac.nz
George Mason University,BS in Economics/Accelerated MAIS in Interdisciplinary Studies (Women and Gender Studies Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
EDHEC Business School,MSc in Data Analytics & Artificial Intelligence,Masters,France,http://edhec.edu
University of Hull,BA History,Bachelors,United Kingdom,http://www.hull.ac.uk
The Chinese University of Hong Kong (CUHK),MA in Buddhist Studies,Masters,Hong Kong SAR,http://www.cuhk.edu.hk
Aalborg University,Bachelor of Science (BSc) in Economics,Bachelors,Denmark,http://en.aau.dk
University of Southern Queensland,Master of Research - Secondary Education,Masters,Australia,http://www.unisq.edu.au/
Pontificia Universidad Católica Argentina,"Executive Program ""United States in the XXI Century""",Masters,Argentina,http://www.uca.edu.ar
Coventry University,BSc (Hons) Computer Science,Bachelors,United Kingdom,https://www.coventry.ac.uk/
UCL,Translation: Research MA,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Universit Paris-Saclay,Industry Professions: Design of Industrial Products,Bachelors,France,http://www.universite-paris-saclay.fr/en
University of Exeter,BA Ancient History With Employment Experience Abroad,Bachelors,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
Pace University - New York,"Adolescent Education, MSt",Masters,United States,http://www.pace.edu
European University Cyprus,Public Law (Distance Learning),Masters,Cyprus,http://www.euc.ac.cy
HELP University,Master of Philosophy (MPhil) in Psychology,Masters,Malaysia,https://university.help.edu.my/
Universitas Pendidikan Indonesia,Family Welfare Education,Bachelors,Indonesia,http://www.upi.edu
The London School of Economics and Political Science (LSE),MSc Health Data Science,Masters,United Kingdom,http://www.lse.ac.uk/study-at-lse?utm_source=qs&utm_medium=website&utm_campaign=qs_website&utm_content=qswebsite_main_study
EU Business School,Master in Business Analytics & Data Science (Geneva),Masters,Switzerland,https://info.euruni.edu/study-business-europe/?origen=11&utm_mode=11&campaign=QSTopUniversities&utm_source=QSTopUniversities&utm_medium=Profile&utm_campaign=allc-allp-br-11
Lancaster University,Geography (Study Abroad) BA Hons,Bachelors,United Kingdom,http://www.lancs.ac.uk
United Arab Emirates University,Master of Science in Petroleum Engineering,Masters,United Arab Emirates,https://www.uaeu.ac.ae/en/
George Mason University,BA in Conflict Analysis and Resolution/Accelerated MEd in Curriculum and Instruction (Early Childhood Education for Diverse Learners Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
"The Central Academy of Drama, China",Theatrical Company and Troupe Management,Bachelors,,http://web.zhongxi.cn/en/
Orel State University named after I.S. Turgenev,Architecture,Masters,Russia,https://int.oreluniver.ru/en/
KEDGE Business School,MSc in Sustainable Finance,Masters,France,https://student.kedge.edu/?&utm_source=QS&utm_medium=Partner&utm_campaign=Profile?
Queen's University Belfast,PhD Philosophy,PHD,,https://www.qub.ac.uk/?utm_source=TopUni&utm_medium=Profile&utm_campaign=SMCQSTU18&utm_content=HomePageLink
Al-Farabi Kazakh National University,Master of Technical Sciences in Oil and Gas Business,Masters,Kazakhstan,http://www.kaznu.kz
Complutense University of Madrid,Social Education,Bachelors,Spain,http://www.ucm.es
Swansea University,"Specialist Community Public Health Nursing (School Nursing) with integrated V100 - Full-time, BSc",Bachelors,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
UCL,Architectural and Interdisciplinary Studies with a Year Abroad BSc,Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Deakin University,Master of Psychology (Organisational),Masters,Australia,
National Yang Ming Chiao Tung University,Master in Philosophy of Mind and Cognition,Masters,Taiwan,https://en.nycu.edu.tw/
Coventry University,BSc (Hons) Mathematics and Statistics (Sandwich),Bachelors,United Kingdom,https://www.coventry.ac.uk/
University of Stirling,MSc Sport Performance Coaching (Online),Masters,United Kingdom,https://www.stir.ac.uk/?utm_source=TopUnviersities&utm_medium=Profile&utm_campaign=QS17
Sauder School of Business,Master of Business Analytics,Masters,Canada,http://www.sauder.ubc.ca/Programs
Coventry University London,"BA (Hons) International Hospitality, Tourism and Wellness Management (Top-up)",Bachelors,United Kingdom,https://www.coventry.ac.uk/london/
Rafik Hariri University,Minor in Computer Science,Bachelors,,http://www.rhu.edu.lb
The University of Sheffield,Archaeology of the Classical Mediterranean (Taught),Masters,United Kingdom,https://www.sheffield.ac.uk/
University of Bristol,BSc Social Policy and Sociology,Bachelors,,https://www.bristol.ac.uk/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=listings
University of Milan,Management of Human Resources and Labour Studies (Mls),Masters,Italy,https://www.unimi.it/en
Universitas Pendidikan Indonesia,Management,Bachelors,Indonesia,http://www.upi.edu
University of Helsinki,Agricultural Sciences,Masters,Finland,https://www.helsinki.fi/en
Loughborough University,Finance MSc,Masters,United Kingdom,http://www.lboro.ac.uk
University of Milan,Biology Applied to Research in Biomedicine,Masters,Italy,https://www.unimi.it/en
UCL,"Biodiversity, Evolution and Conservation MRes",Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Australian National University (ANU),Master of Biotechnology (Advanced),Masters,Australia,http://www.anu.edu.au
Macquarie University,Bachelor of Cognitive and Brain Sciences and Bachelor of Psychology,Bachelors,Australia,http://www.mq.edu.au
University of Nottingham Ningbo China,Chemical Engineering,Bachelors,China (Mainland),http://www.nottingham.edu.cn/en/
University of Louisville College of Business,"Professional MBA, 20-Months",,[],https://business.louisville.edu/
POLIMI Graduate School of Management,International Master in Big Data for Supply Chain Analytics,Masters,Italy,https://www.gsom.polimi.it/en/
Bogor Agricultural University,Master in Food Technology,Masters,Indonesia,https://ipb.ac.id/
La Trobe University,Master of Strength and Conditioning,Masters,Australia,http://www.latrobe.edu.au/international
POLI.design,Master of Premium Design Management,Masters,,https://www.polidesign.net/en
American University of the Middle East,Bachelor of Science in Computer Engineering,Bachelors,Kuwait,https://www.aum.edu.kw/english/home
"The Central Academy of Drama, China",Graphic Arts Design,Bachelors,,http://web.zhongxi.cn/en/
Universidad del Valle de Guatemala (UVG),Educational Leadership and Coaching,Masters,Guatemala,https://www.uvg.edu.gt/
"Stony Brook University, State University of New York","Astronomy/Planetary Sciences, BS",Bachelors,United States,http://www.grad.stonybrook.edu
University of Wolverhampton,BA (Hons) Criminology and Criminal Justice and Law with Foundation Year,Bachelors,,http://www.wlv.ac.uk/international
New York University Tandon School of Engineering,"Environmental Science, M.S.",Masters,,http://engineering.nyu.edu
The University of New South Wales (UNSW Sydney),Bachelor of Vision Science,Bachelors,Australia,http://www.international.unsw.edu.au/
UCL,Clinical Neuroscience: Neuromuscular Disease MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Kansas State University ,Computer Science Master's Degree,Masters,,http://www.k-state.edu
University of Exeter,BSc Geography and Geology,Bachelors,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
Politecnico di Milano,Data Analytics and Decision Sciences,PHD,Italy,http://www.polimi.it/en
George Mason University,PhD in Neuroscience,PHD,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
UCL,Special and Inclusive Education (Autism) MA,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Heriot-Watt University,Pre-Masters Graduate Diploma in Business Studies,Masters,United Kingdom,http://www.hw.ac.uk
Universität Hamburg,Master of Arts in East European Studies,Masters,Germany,http://www.uni-hamburg.de
Lancaster University,International Human Rights and Terrorism Law LLM,Masters,United Kingdom,http://www.lancs.ac.uk
UCSI University,MBA,,['Malaysia'],https://www.ucsiuniversity.edu.my/
University of Witwatersrand,MA - Audiology,Masters,South Africa,http://www.wits.ac.za
Queen's University Belfast,PhD Philosophy,PHD,,https://www.qub.ac.uk/?utm_source=TopUni&utm_medium=Profile&utm_campaign=SMCQSTU18&utm_content=HomePageLink
Loughborough University,Materials Engineering with an International Foundation Year (IFP),Bachelors,United Kingdom,http://www.lboro.ac.uk
UCSI University,MSc Nutrition with Management,Masters,Malaysia,https://www.ucsiuniversity.edu.my/
University of West Alabama,Ed.D. in Rural Education - Library Media Track,PHD,United States,https://online.uwa.edu/my/online-degree/?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Concordia University,Electrical and Computer Engineering (MEng),Masters,Canada,https://www.concordia.ca/
Macquarie University,Bachelor of Arts (Modern Greek Studies),Bachelors,Australia,http://www.mq.edu.au
Rochester Institute of Technology (RIT),Metals and Jewelry Design MFA,Masters,United States,http://www.rit.edu?utm_source=QS&utm_medium=college-directory&utm_campaign=em-international&utm_content=overview
University of Szeged,Biology (PhD),PHD,Hungary,https://u-szeged.hu/prospective-students/welcome
Management and Science University,Bachelor in Information Technology (Honours) Mobile Wireless and Technology,Bachelors,Malaysia,http://www.msu.edu.my
Prague University of Economics and Business,Banking and Insurance,Bachelors,Czechia,https://www.vse.cz/english/
Al-Farabi Kazakh National University,Master of Technical Sciences in Computational Linguistics,Masters,Kazakhstan,http://www.kaznu.kz
University College Dublin,MMus Music & Culture FT,Masters,Ireland,http://www.ucd.ie/
The University of Edinburgh,Marine Systems and Policies (MSc),Masters,United Kingdom,https://www.ed.ac.uk/studying?utm_source=TopUniversities&utm_medium=InstProfile&utm_campaign=InstitutionProfiles&utm_content=WebsiteURL
L.N. Gumilyov Eurasian National University (ENU),Philology: Kazakh,Masters,Kazakhstan,http://www.enu.kz/en
Universitas Hasanuddin,Master in Integrated Coastal Resource Management Study,Masters,Indonesia,http://www.unhas.ac.id
Al-Farabi Kazakh National University,Bachelor of Information and Communication Technology in Data Science,Bachelors,Kazakhstan,http://www.kaznu.kz
University of Eastern Finland,Biology of Environmental Change,Masters,Finland,http://www.uef.fi/en/uef
"University of Roehampton, London",BSc Business Management and Economics with Foundation Year,Bachelors,United Kingdom,https://www.roehampton.ac.uk
Universiti Tunku Abdul Rahman (UTAR),Bachelor of Information Technology (Honours) Computer Engineering,Bachelors,Malaysia,http://study.utar.edu.my
University of Sussex,History and International Relations BA (Hons),Bachelors,United Kingdom,https://www.sussex.ac.uk/?utm_source=qs&utm_medium=paid_referral&utm_campaign=institutionalprofiles
RUDN University,Genetics: Molecular Basis of Human Hereditary Diseases,Masters,Russia,http://eng.rudn.ru/
Alma Mater Studiorum - University of Bologna,Master in Pharmaceutical Biotechnology,Masters,Italy,http://www.unibo.it/en/
University of Technology Sydney,Master of Science,Masters,Australia,http://www.uts.edu.au
University of Waikato,Bachelor of Arts (Theatre Studies),Bachelors,New Zealand,http://www.waikato.ac.nz
National Yang Ming Chiao Tung University,Bachelor of Physical Therapy and Assistive Technology,Bachelors,Taiwan,https://en.nycu.edu.tw/
"City, University of London",Radiography (Computed Tomography) MSc,Masters,United Kingdom,https://www.city.ac.uk/prospective-students?utm_source=topuniversities&utm_medium=referral&utm_campaign=AnnualPlan
Singapore Institute of Management,Bachelor of Nursing (Honours),Bachelors,Singapore,https://www.simge.edu.sg/
UCL,Chemistry with Mathematics MSci,Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Swansea University,"Computer Science, MSci (Hons)",Bachelors,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
BI Norwegian Business School,Executive MBA (Digital: Developing and Managing Digital Organisations),Masters,Norway,http://www.bi.edu
Università degli Studi della Tuscia (University of Tuscia),Landscape Architecture - Italian and English languages,Masters,Italy,http://www.unitus.it
United International Business Schools (UIBS),BBS - Bachelor in Business Studies,Bachelors,Switzerland,http://uibs.org/
Saveetha Institute of Medical And Technical Sciences (SIMATS),Master of Dental Surgery (Public Health Dentistry),Masters,India,https://www.saveetha.com/
Saveetha Institute of Medical And Technical Sciences (SIMATS),Bachelor of Engineering in Agriculture Engineering,Bachelors,India,https://www.saveetha.com/
University of Canterbury | Te Whare Wānanga o Waitaha,Master of Strategic Communication,Masters,New Zealand,http://www.canterbury.ac.nz
Swansea University,"Translation and Interpreting, MA",Masters,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
University of Exeter,BA History and Archaeology With Study Abroad,Bachelors,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
"University of Roehampton, London",MSc Global Logistics and Supply Chain Management (1 Year),Masters,United Kingdom,https://www.roehampton.ac.uk
University of Sussex,Computing for Business and Management BSc (Hons),Bachelors,United Kingdom,https://www.sussex.ac.uk/?utm_source=qs&utm_medium=paid_referral&utm_campaign=institutionalprofiles
"City, University of London",Post-graduate program in Cooperation and Development,Masters,United Kingdom,https://www.city.ac.uk/prospective-students?utm_source=topuniversities&utm_medium=referral&utm_campaign=AnnualPlan
UCL,Comparative Literature BA,Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
KTH Royal Institute of Technology ,MSc Turbomachinery Aeromechanical University Training THRUST (Joint),Masters,Sweden,http://www.kth.se/en
University of the West of England,BA (Hons) Interior Design,Bachelors,,https://ad.doubleclick.net/ddm/clk/530838195;339031402;c
Aalborg University,Bachelor of Science (BSc) in Information Technology,Bachelors,Denmark,http://en.aau.dk
Universidad del Valle,Master in Biology,Masters,Colombia,http://www.univalle.edu.co
Rochester Institute of Technology (RIT),Imaging Science Ph.D.,Masters,United States,http://www.rit.edu?utm_source=QS&utm_medium=college-directory&utm_campaign=em-international&utm_content=overview
